"[76, 63, 80, 92, 44, 0, 75, 50, 26, 29, 5, 1, 100, 0, 85, 54, 71, 65, 0, 42, 23, 30, 66, 62, 43, 51, 21, 86, 0, 70, 17, 3, 97, 36, 82, 72, 0, 96, 24, 45, 49, 16, 46, 0, 11, 14, 91, 93, 34, 12, 67, 73, 0, 88, 57, 84, 27, 56, 0, 95, 60, 74, 94, 0, 20, 39, 53, 83, 61, 0, 98, 41, 38, 10, 99, 0, 81, 19, 79, 2, 47, 0, 18, 89, 40, 48, 15, 0, 78, 37, 52, 9, 4, 0, 6, 90, 13, 58, 22, 31, 0, 28, 64, 8, 7, 0, 59, 68, 33, 0, 55, 35, 25, 0, 77, 87, 0, 69, 32, 0, 0, 0, 0]"
"[59, 76, 68, 61, 67, 53, 32, 0, 88, 39, 70, 81, 22, 25, 0, 20, 94, 63, 30, 5, 7, 56, 79, 14, 0, 95, 50, 74, 49, 21, 18, 45, 46, 0, 71, 87, 77, 19, 92, 84, 24, 0, 69, 31, 90, 93, 38, 72, 33, 0, 29, 23, 43, 0, 89, 91, 85, 65, 8, 51, 0, 82, 66, 41, 78, 16, 54, 0, 36, 4, 47, 15, 13, 48, 0, 9, 73, 62, 12, 2, 10, 37, 6, 0, 98, 27, 99, 0, 55, 83, 96, 86, 0, 75, 44, 80, 97, 100, 1, 58, 0, 52, 40, 11, 60, 28, 0, 42, 17, 34, 64, 0, 26, 3, 0, 35, 57, 0, 0, 0, 0, 0, 0]"
"[40, 15, 3, 10, 92, 30, 13, 59, 65, 0, 77, 62, 14, 86, 66, 43, 88, 0, 57, 87, 55, 69, 61, 95, 99, 0, 85, 23, 29, 81, 73, 75, 0, 6, 49, 58, 32, 20, 24, 56, 71, 0, 1, 74, 2, 70, 22, 47, 38, 0, 76, 37, 98, 82, 68, 72, 0, 79, 36, 100, 33, 94, 28, 19, 0, 27, 50, 51, 34, 17, 48, 90, 0, 52, 39, 96, 89, 0, 9, 80, 5, 44, 53, 83, 25, 0, 93, 63, 41, 45, 0, 12, 91, 4, 8, 0, 97, 84, 78, 0, 54, 11, 31, 7, 0, 35, 67, 16, 21, 0, 18, 26, 60, 64, 42, 0, 46, 0, 0, 0, 0, 0, 0]"
"[48, 89, 69, 32, 95, 33, 15, 17, 0, 68, 82, 44, 81, 77, 5, 20, 14, 0, 30, 21, 19, 8, 49, 70, 0, 78, 91, 99, 96, 80, 31, 0, 58, 83, 46, 37, 64, 45, 0, 36, 53, 42, 26, 90, 34, 0, 41, 55, 60, 29, 76, 0, 54, 27, 39, 85, 88, 50, 0, 94, 10, 9, 100, 57, 2, 93, 40, 63, 0, 86, 72, 43, 4, 71, 47, 3, 0, 62, 84, 12, 61, 1, 56, 22, 0, 67, 66, 92, 11, 0, 51, 97, 74, 35, 52, 98, 0, 38, 65, 75, 24, 0, 87, 13, 79, 0, 28, 7, 18, 23, 0, 73, 59, 0, 6, 25, 16, 0, 0, 0, 0, 0, 0]"
"[96, 8, 70, 82, 50, 6, 0, 86, 78, 95, 42, 26, 12, 0, 13, 93, 84, 77, 97, 98, 1, 52, 72, 0, 11, 28, 39, 62, 32, 68, 0, 61, 73, 83, 65, 20, 25, 33, 0, 37, 44, 87, 43, 27, 0, 60, 29, 53, 55, 99, 0, 19, 36, 54, 75, 9, 38, 0, 59, 81, 74, 57, 71, 17, 51, 35, 0, 46, 66, 94, 100, 80, 63, 56, 0, 5, 85, 2, 0, 47, 15, 67, 49, 88, 0, 22, 23, 89, 18, 30, 0, 16, 69, 90, 4, 79, 41, 0, 48, 3, 34, 7, 92, 0, 58, 40, 24, 0, 45, 76, 21, 91, 0, 14, 31, 0, 10, 64, 0, 0, 0, 0, 0]"
"[63, 47, 7, 75, 0, 48, 52, 4, 10, 85, 3, 50, 98, 0, 73, 59, 60, 44, 23, 40, 0, 26, 62, 24, 37, 87, 80, 0, 45, 99, 68, 27, 56, 46, 35, 5, 0, 21, 54, 29, 92, 20, 100, 0, 77, 15, 65, 67, 70, 94, 64, 0, 34, 53, 88, 28, 2, 32, 17, 91, 74, 0, 81, 69, 13, 11, 97, 0, 31, 58, 96, 71, 0, 93, 41, 57, 33, 25, 49, 72, 0, 9, 84, 55, 51, 0, 89, 6, 19, 36, 43, 0, 90, 8, 38, 18, 12, 0, 82, 78, 86, 1, 66, 16, 83, 0, 76, 22, 95, 0, 42, 14, 30, 0, 39, 79, 0, 61, 0, 0, 0, 0, 0]"
"[38, 28, 70, 12, 48, 52, 0, 9, 53, 63, 23, 57, 15, 83, 92, 65, 72, 0, 30, 76, 55, 73, 20, 25, 0, 27, 5, 56, 78, 8, 0, 97, 75, 77, 66, 51, 95, 94, 10, 0, 44, 88, 1, 64, 50, 6, 0, 61, 85, 100, 32, 14, 60, 3, 58, 0, 99, 22, 46, 42, 81, 0, 35, 18, 37, 41, 17, 0, 82, 68, 96, 11, 84, 69, 0, 19, 24, 54, 4, 0, 34, 13, 80, 86, 47, 0, 89, 71, 39, 16, 26, 0, 7, 29, 59, 0, 33, 62, 49, 93, 0, 40, 31, 98, 2, 0, 43, 90, 45, 21, 0, 36, 74, 91, 0, 79, 0, 87, 0, 67, 0, 0, 0]"
"[20, 94, 84, 27, 41, 23, 79, 0, 65, 57, 46, 56, 93, 70, 62, 59, 0, 38, 10, 2, 73, 29, 0, 22, 72, 39, 98, 90, 43, 26, 15, 0, 3, 95, 88, 77, 36, 61, 100, 4, 0, 53, 21, 51, 33, 0, 74, 80, 47, 17, 91, 66, 50, 68, 0, 30, 40, 83, 1, 54, 12, 6, 35, 0, 48, 11, 64, 63, 0, 99, 7, 24, 67, 31, 0, 82, 44, 89, 81, 75, 25, 16, 0, 78, 52, 37, 19, 8, 0, 92, 5, 18, 49, 0, 42, 69, 14, 9, 60, 58, 0, 45, 34, 87, 0, 97, 28, 71, 96, 0, 13, 76, 0, 85, 32, 55, 0, 86, 0, 0, 0, 0, 0]"
"[38, 23, 6, 13, 2, 41, 74, 0, 28, 80, 100, 78, 93, 71, 59, 0, 99, 1, 21, 37, 3, 18, 0, 52, 61, 49, 79, 31, 16, 60, 29, 0, 10, 67, 68, 55, 0, 5, 64, 94, 11, 53, 90, 0, 57, 27, 69, 92, 96, 0, 95, 43, 97, 40, 19, 75, 0, 63, 46, 50, 86, 33, 4, 88, 85, 0, 51, 8, 62, 22, 83, 45, 84, 0, 30, 73, 44, 34, 42, 0, 82, 48, 36, 7, 87, 0, 58, 17, 24, 0, 25, 14, 26, 72, 98, 0, 65, 91, 76, 0, 77, 70, 9, 39, 15, 12, 0, 89, 35, 0, 47, 81, 54, 0, 56, 0, 20, 32, 0, 66, 0, 0, 0]"
"[41, 9, 2, 25, 19, 72, 14, 82, 0, 33, 61, 3, 51, 97, 50, 64, 74, 0, 22, 76, 81, 58, 7, 99, 48, 27, 0, 59, 20, 75, 42, 0, 37, 8, 65, 86, 71, 0, 32, 57, 23, 100, 6, 55, 0, 16, 40, 44, 60, 15, 78, 0, 31, 85, 28, 26, 29, 53, 89, 62, 84, 0, 93, 70, 56, 87, 90, 34, 0, 77, 35, 88, 98, 39, 73, 24, 0, 1, 4, 5, 21, 43, 92, 0, 49, 94, 68, 18, 95, 0, 83, 45, 52, 54, 13, 0, 46, 96, 67, 79, 0, 80, 17, 30, 69, 10, 36, 47, 0, 66, 91, 11, 0, 12, 63, 0, 38, 0, 0, 0, 0, 0, 0]"
"[25, 54, 99, 38, 94, 3, 51, 0, 5, 80, 8, 78, 85, 58, 46, 0, 29, 43, 81, 22, 0, 4, 18, 47, 90, 57, 2, 93, 0, 89, 11, 74, 20, 0, 10, 9, 96, 48, 35, 50, 28, 0, 13, 15, 26, 53, 45, 30, 0, 49, 42, 75, 23, 0, 21, 79, 98, 0, 40, 70, 68, 39, 91, 60, 32, 0, 14, 67, 97, 61, 0, 55, 65, 83, 63, 62, 0, 73, 71, 95, 100, 59, 0, 92, 19, 82, 77, 84, 17, 7, 0, 66, 88, 52, 64, 76, 0, 56, 31, 86, 16, 0, 1, 44, 36, 0, 72, 27, 24, 41, 12, 0, 34, 6, 0, 69, 33, 37, 0, 87, 0, 0, 0]"
"[67, 50, 74, 5, 30, 99, 0, 42, 33, 85, 78, 43, 87, 12, 39, 0, 57, 20, 77, 37, 96, 0, 72, 8, 62, 16, 28, 90, 68, 93, 0, 38, 34, 100, 46, 76, 82, 0, 56, 23, 65, 81, 3, 24, 84, 27, 0, 21, 91, 15, 70, 64, 25, 31, 0, 45, 52, 55, 69, 36, 40, 0, 66, 47, 53, 63, 26, 59, 54, 0, 4, 19, 98, 6, 10, 97, 0, 58, 17, 11, 79, 51, 83, 0, 7, 95, 0, 18, 29, 48, 44, 35, 49, 0, 94, 14, 0, 9, 71, 0, 92, 22, 41, 32, 0, 60, 61, 0, 89, 75, 88, 1, 0, 13, 2, 0, 86, 80, 0, 73, 0, 0, 0]"
"[75, 10, 60, 32, 27, 86, 51, 0, 19, 70, 49, 92, 81, 24, 35, 0, 37, 68, 13, 99, 26, 22, 0, 40, 54, 1, 4, 55, 65, 63, 0, 91, 15, 39, 56, 80, 50, 0, 17, 28, 64, 90, 94, 36, 16, 0, 87, 14, 43, 84, 72, 21, 3, 12, 0, 93, 41, 20, 29, 76, 62, 0, 58, 77, 31, 0, 85, 53, 47, 57, 0, 8, 66, 97, 88, 71, 82, 0, 96, 78, 6, 18, 44, 11, 0, 52, 73, 45, 98, 46, 0, 83, 74, 7, 0, 25, 67, 2, 33, 34, 0, 69, 59, 42, 100, 0, 48, 61, 23, 30, 38, 0, 9, 79, 0, 5, 0, 89, 0, 95, 0, 0, 0]"
"[23, 89, 11, 62, 93, 24, 80, 0, 29, 49, 70, 71, 53, 13, 81, 2, 87, 0, 79, 45, 64, 100, 6, 94, 92, 0, 17, 16, 39, 76, 78, 91, 0, 18, 98, 32, 55, 83, 0, 90, 73, 50, 9, 10, 44, 0, 75, 47, 46, 82, 60, 21, 52, 77, 74, 0, 5, 33, 69, 15, 99, 57, 0, 61, 27, 56, 40, 41, 26, 0, 68, 96, 22, 25, 65, 28, 0, 8, 66, 58, 67, 51, 0, 72, 38, 86, 37, 34, 48, 0, 14, 35, 85, 4, 0, 54, 31, 59, 20, 12, 0, 30, 36, 0, 7, 88, 84, 19, 0, 43, 3, 42, 0, 1, 63, 0, 95, 97, 0, 0, 0, 0, 0]"
"[65, 4, 47, 86, 26, 18, 0, 24, 46, 48, 1, 85, 2, 54, 0, 27, 99, 13, 69, 70, 0, 53, 67, 3, 71, 15, 44, 0, 41, 31, 94, 49, 8, 83, 0, 33, 76, 74, 60, 100, 97, 72, 0, 68, 98, 80, 38, 21, 0, 29, 39, 88, 92, 42, 0, 90, 73, 45, 66, 14, 82, 6, 0, 40, 77, 43, 22, 12, 34, 0, 87, 20, 7, 19, 58, 79, 62, 52, 0, 93, 35, 50, 28, 89, 10, 0, 23, 59, 25, 55, 61, 17, 32, 95, 0, 75, 57, 84, 91, 30, 0, 63, 81, 0, 5, 16, 0, 78, 11, 56, 9, 0, 96, 51, 36, 64, 0, 37, 0, 0, 0, 0, 0]"
"[49, 2, 93, 96, 85, 87, 19, 59, 0, 61, 82, 91, 50, 31, 0, 40, 9, 57, 71, 0, 84, 41, 70, 29, 22, 0, 65, 17, 64, 94, 16, 86, 7, 12, 32, 0, 37, 45, 72, 81, 42, 30, 62, 0, 6, 80, 46, 44, 34, 51, 55, 0, 10, 15, 78, 26, 79, 0, 18, 83, 43, 28, 75, 60, 0, 90, 4, 63, 77, 76, 56, 53, 0, 54, 67, 73, 74, 48, 0, 97, 35, 89, 21, 0, 13, 95, 11, 38, 39, 1, 0, 69, 99, 24, 33, 88, 58, 92, 0, 36, 98, 47, 5, 27, 0, 100, 8, 0, 23, 14, 68, 66, 3, 52, 0, 20, 25, 0, 0, 0, 0, 0, 0]"
"[84, 93, 54, 3, 37, 96, 20, 31, 0, 5, 17, 49, 50, 64, 59, 0, 86, 15, 34, 81, 98, 53, 76, 79, 0, 89, 39, 9, 61, 65, 94, 40, 0, 100, 21, 99, 55, 14, 0, 13, 1, 95, 47, 52, 28, 25, 0, 48, 2, 56, 58, 77, 51, 97, 0, 43, 85, 70, 24, 8, 23, 0, 90, 18, 62, 57, 32, 46, 0, 29, 27, 78, 69, 73, 66, 75, 0, 92, 19, 0, 67, 71, 12, 60, 4, 0, 63, 38, 10, 22, 82, 0, 87, 26, 80, 74, 0, 33, 72, 11, 0, 16, 41, 6, 7, 42, 0, 45, 83, 68, 88, 0, 44, 91, 0, 36, 35, 0, 30, 0, 0, 0, 0]"
"[77, 48, 60, 67, 23, 69, 47, 32, 29, 0, 26, 56, 91, 19, 61, 42, 0, 1, 15, 92, 7, 45, 14, 6, 0, 44, 2, 90, 33, 73, 22, 12, 31, 0, 71, 5, 43, 75, 100, 3, 0, 85, 36, 58, 70, 52, 10, 0, 63, 39, 25, 18, 46, 89, 9, 0, 21, 82, 37, 40, 55, 66, 0, 53, 83, 20, 74, 27, 54, 0, 35, 50, 17, 68, 65, 4, 0, 64, 95, 30, 88, 0, 41, 24, 28, 49, 87, 72, 0, 59, 98, 93, 38, 0, 34, 97, 99, 57, 0, 62, 8, 78, 0, 11, 79, 84, 0, 80, 81, 0, 51, 13, 76, 0, 86, 94, 96, 16, 0, 0, 0, 0, 0]"
"[91, 43, 81, 97, 89, 60, 86, 0, 19, 42, 73, 83, 46, 71, 88, 90, 0, 49, 18, 77, 72, 61, 94, 0, 59, 62, 1, 57, 17, 34, 0, 3, 39, 29, 93, 21, 0, 28, 35, 12, 74, 87, 24, 80, 53, 0, 11, 55, 15, 6, 95, 23, 32, 56, 0, 4, 54, 100, 0, 25, 20, 76, 70, 7, 79, 63, 22, 0, 33, 26, 65, 27, 44, 68, 0, 69, 67, 14, 98, 85, 16, 9, 5, 30, 0, 92, 66, 45, 13, 78, 10, 0, 58, 75, 8, 99, 0, 47, 51, 36, 37, 50, 52, 0, 40, 38, 84, 96, 64, 0, 82, 41, 0, 48, 0, 2, 31, 0, 0, 0, 0, 0, 0]"
"[43, 32, 13, 25, 23, 29, 0, 93, 88, 18, 50, 71, 47, 0, 63, 49, 66, 85, 56, 11, 35, 74, 0, 53, 42, 64, 70, 26, 75, 3, 73, 77, 0, 1, 84, 55, 14, 57, 87, 38, 0, 4, 45, 17, 41, 28, 39, 44, 65, 0, 94, 96, 27, 82, 21, 81, 0, 46, 6, 40, 97, 34, 0, 48, 60, 24, 86, 0, 67, 62, 15, 36, 0, 51, 61, 89, 0, 8, 33, 72, 0, 78, 76, 20, 0, 59, 12, 99, 52, 98, 0, 80, 69, 92, 91, 95, 0, 100, 83, 37, 68, 0, 58, 22, 5, 0, 16, 31, 7, 0, 90, 30, 54, 19, 0, 79, 9, 10, 2, 0, 0, 0, 0]"
"[6, 65, 31, 93, 34, 0, 32, 90, 10, 73, 76, 24, 64, 0, 1, 23, 57, 96, 28, 15, 98, 91, 0, 78, 19, 80, 63, 55, 53, 30, 0, 9, 61, 36, 25, 7, 2, 85, 27, 51, 0, 97, 41, 37, 8, 22, 35, 52, 49, 0, 33, 79, 89, 69, 40, 71, 48, 0, 99, 58, 74, 29, 12, 0, 70, 59, 21, 16, 82, 0, 56, 84, 38, 60, 62, 46, 17, 5, 0, 4, 95, 92, 14, 0, 88, 42, 68, 66, 3, 81, 0, 75, 47, 94, 26, 100, 0, 83, 44, 45, 0, 54, 43, 0, 72, 50, 11, 67, 0, 20, 13, 39, 18, 87, 0, 86, 77, 0, 0, 0, 0, 0, 0]"
"[34, 91, 80, 11, 1, 71, 73, 30, 0, 36, 29, 96, 99, 49, 62, 78, 0, 8, 40, 25, 82, 10, 75, 0, 7, 92, 4, 67, 74, 56, 0, 87, 47, 24, 53, 77, 52, 19, 0, 89, 45, 32, 72, 20, 26, 0, 57, 86, 2, 63, 85, 0, 43, 38, 94, 83, 61, 0, 81, 41, 98, 93, 65, 16, 5, 95, 0, 23, 97, 35, 44, 64, 0, 6, 58, 90, 3, 46, 15, 14, 0, 27, 39, 66, 0, 17, 70, 69, 0, 88, 51, 0, 50, 54, 28, 18, 79, 84, 0, 33, 60, 31, 48, 37, 0, 22, 12, 55, 13, 0, 42, 9, 0, 21, 68, 59, 76, 0, 100, 0, 0, 0, 0]"
"[71, 93, 41, 57, 88, 2, 0, 98, 61, 59, 8, 46, 37, 78, 0, 58, 97, 9, 34, 82, 33, 0, 7, 60, 91, 29, 15, 77, 51, 80, 0, 67, 3, 87, 40, 65, 86, 0, 36, 39, 72, 17, 44, 22, 84, 0, 63, 12, 56, 52, 10, 92, 0, 62, 53, 85, 95, 35, 83, 0, 31, 18, 96, 28, 0, 94, 49, 90, 69, 32, 55, 0, 27, 47, 45, 16, 23, 0, 38, 100, 26, 75, 99, 48, 0, 11, 68, 79, 0, 70, 20, 89, 25, 0, 73, 43, 54, 42, 0, 30, 5, 0, 50, 76, 66, 4, 1, 0, 14, 74, 24, 0, 64, 0, 13, 81, 19, 0, 21, 6, 0, 0, 0]"
"[39, 18, 57, 23, 25, 0, 17, 91, 74, 27, 40, 51, 0, 84, 81, 1, 68, 66, 50, 0, 4, 70, 11, 59, 9, 53, 22, 0, 94, 63, 21, 14, 75, 36, 58, 0, 95, 73, 32, 64, 78, 8, 86, 80, 0, 5, 93, 28, 24, 71, 89, 47, 30, 0, 19, 100, 10, 42, 98, 44, 0, 82, 46, 87, 34, 38, 62, 0, 55, 33, 26, 35, 92, 0, 3, 96, 65, 16, 97, 0, 6, 48, 29, 72, 31, 0, 99, 45, 76, 61, 49, 0, 13, 85, 15, 77, 69, 0, 88, 67, 20, 12, 0, 56, 90, 41, 0, 79, 2, 52, 0, 43, 0, 83, 54, 0, 37, 0, 60, 0, 7, 0, 0]"
"[83, 21, 58, 75, 99, 1, 7, 43, 13, 0, 46, 23, 4, 51, 96, 0, 57, 100, 41, 15, 8, 0, 87, 95, 17, 62, 0, 56, 44, 35, 63, 19, 5, 0, 52, 38, 69, 28, 34, 89, 61, 0, 48, 33, 42, 54, 77, 0, 86, 40, 24, 94, 30, 80, 39, 27, 0, 47, 72, 29, 45, 64, 0, 32, 55, 91, 22, 78, 0, 2, 31, 37, 25, 60, 6, 0, 82, 10, 84, 9, 73, 67, 36, 0, 20, 93, 81, 53, 0, 66, 74, 88, 0, 14, 50, 71, 98, 85, 0, 49, 76, 16, 70, 0, 65, 68, 18, 0, 59, 26, 97, 3, 0, 90, 0, 11, 92, 0, 12, 0, 79, 0, 0]"
"[14, 10, 73, 76, 17, 40, 83, 0, 51, 54, 19, 30, 55, 21, 0, 8, 4, 33, 37, 96, 43, 0, 66, 39, 35, 34, 36, 1, 98, 0, 85, 49, 24, 26, 41, 68, 63, 71, 13, 0, 67, 52, 99, 97, 77, 57, 0, 56, 60, 59, 82, 88, 2, 74, 0, 7, 20, 80, 64, 84, 44, 0, 9, 62, 48, 47, 16, 94, 29, 0, 70, 22, 87, 6, 0, 58, 31, 92, 0, 65, 78, 53, 72, 12, 25, 0, 3, 61, 75, 89, 95, 42, 18, 0, 5, 69, 23, 32, 50, 28, 0, 81, 91, 86, 93, 0, 15, 45, 79, 0, 90, 27, 46, 0, 38, 100, 0, 11, 0, 0, 0, 0, 0]"
"[52, 47, 6, 80, 8, 81, 83, 33, 1, 0, 56, 87, 75, 57, 30, 51, 43, 0, 20, 9, 69, 39, 3, 41, 21, 72, 0, 67, 49, 38, 34, 37, 28, 62, 4, 64, 0, 98, 88, 89, 29, 31, 0, 59, 24, 90, 82, 71, 53, 13, 0, 44, 73, 18, 76, 93, 78, 0, 84, 70, 61, 16, 96, 94, 0, 42, 58, 97, 95, 55, 0, 40, 91, 5, 32, 74, 45, 0, 63, 23, 35, 79, 0, 54, 99, 0, 14, 10, 77, 48, 7, 0, 19, 15, 22, 11, 0, 66, 85, 36, 26, 65, 46, 0, 50, 12, 60, 2, 0, 100, 92, 25, 0, 68, 86, 0, 27, 17, 0, 0, 0, 0, 0]"
